catalog_id,text
4165,Henry Cavill looks super mean in this brooding new look at Batman v Superman
4166,Studies Show Alzheimer's Rate Decline In The United States
4167,'Full Strawberry Moon' set to rise in the sky on Friday the 13th
4168,Surveillance cam catches puppy being dumped on street
4169,Holden Commodore Currently Not Affected By Massive Chevrolet Camaro Recall
4170,Tesla Slumps as Vehicle Deliveries Hampered by Battery Supplies
4171,'The Bachelor' 2015 spoilers: Reality Steve reveals who will get the job
4172,Power Beats 2: First Bluetooth Earphones from Beats by Dre
4173,ADM to buy Swiss flavoring maker Wild Flavours for about $3 billion
4174,Oprah Winfrey returning to Atlanta at Philips Arena Sept. 5-6
4175,"Carrie Fisher is excited about her ""Star Wars"" return"
4176,"WDP opinion: Climate change - whether believer or denier, we can all do our bit"
4177,Fed Up Review [Hot Docs 2014]
4178,TV CRITICS WATCH: QUICK QUOTE: NBC chief on Emmys
4179,Now Mailbox in Android by Dropbox
4180,You guys. YOU GUYS.
4181,GM Recalls 1.3 Million Vehicles
4182,Gwyneth Paltrow: Did Her Marriage End Because Of A Lack Of Oral Sex?
4183,Emerging economies hurting global growth: OECD
4184,Apes get their revenge in long line of movies
4185,First time Ebola has surfaced in West Africa
4186,"Jenny McCarthy Fires Back at Critics in New Column: ""I Am Not Anti-Vaccine"
4187,Seth MacFarlane is matching donations to the Reading Rainbow Kickstarter
4188,"Entertainer Rolf Harris groomed 13-year-old girl for sex, court told"
4189,A wordsmith who used words wisely
4190,Fitch Affirms L Brands' IDR at 'BB+'; Outlook Stable
4191,Someone Paid $2 Million For Paper Bob Dylan Wrote On
4192,ADHD Stimulants Tied to Children's Future Obesity Risk
4193,Community gathers for moving memorials
4194,New iPad Game Connects Kids To Real-World Toys
4195,AP News in Brief at 5:58 pm EDT
4196,Long-Term Resynchronization Therapy Shows Survival Benefits
4197,"Could BNP Conviction Signal the End of ""Too Big To Jail""?"
4198,New NASA satellite to track airborne carbon dioxide
4199,GM Recalls Another 430000 Cars For More Safety Defects
4200,Office 365: To subscribe or not to subscribe
4201,There's a (cloud) app for that: Microsoft adds app store to Azure
4202,"Fixed income investors beware! Inflation is getting ahead of the Fed, warns"
4203,Several factors driving stock markets toward new milestones
4204,5 Seconds of Summer announce the 'Rock Out with Your Socks Out' 2015 North
4205,Sweetener from tequila plant lowers blood sugar
4206,Anna Kendrick's Best Moments on 'Saturday Night Live'
4207,Eye Tests Can Diagnose Alzheimer's Disease Before Onset of Symptoms
4208,"Get Off Instagram, James Franco: The Photo Sharing App Is No Place To Diss"
4209,'Transcendence' just a retread without Depp's signature quirks
4210,Microsoft finally launches lucrative Office for iPad app that opens up potential
4211,"GRAINS-Soybeans up for 2nd day on tight old-crop supply, wheat firms"
4212,'Transcendence' is a tedious turkey
4213,Google Glass & the New Evangelization – Potential Applications for Catholics
4214,Marvel stunner: Thor will be a woman starting in October
4215,'X-Men' director Singer accused of drugging and raping teenage boy
4216,Cannes Unveils 2014 Official Selection Lineup
4217,Piketty And The Zeitgeist
4218,Why Fargo Works So Well as a TV Show
4219,LG to Launch the G3 May 27th in Six Cities Across the World; Possibly the G
4220,FDA approves Eliquis to reduce risk of blood clots following hip or knee
4221,Chelsea Handler Says Goodbye to E! with Help From Star-Studded Choir
4222,Many needed help to sign up for Covered California
4223,Microsoft Slashes Surface Pro 2 Prices
4224,The silliest patent ever awarded may already be infringed by millions of people
4225,US consumer confidence falls slightly in April
4226,More deaths from bad care at Veterans Affairs hospitals
4227,Microsoft Could Be Close to Releasing Office for iPad
4228,"U.S. Construction Spending Inches Up 0.1% In May, Less Than Expected"
4229,Fed chairman seems unconcerned by rising US inflation: but should we be?
4230,Five mutations could send bird flu virus airborne : Study
4231,Channing Tatum and Jonah Hill In Penis-Kissing Bet
4232,JPMorgan Profit Plunges as Jamie Dimon Hails 'Some Significant Issues Are
4233,UN: Ebola cases could eventually reach 20000 - WNEM TV 5
4234,Experts highlight problems in Sierra Leone
4235,The Hunger Games: Mockingjay - Part 1: First chilling trailer unveiled as
4236,CBS Outdoor Celebrates IPO on the New York Stock Exchange
4237,Clark says Russia-China gas deal not a threat to BC LNG exports
4238,"Hamilton, Hendricks & Boone counties at top of health rankings; Marion ranks 78"
4239,"Narrow, Mixed Close to Volatile Session"
4240,"Aereo CEO Speaks on Future of Company, Industry"
4241,"Twitter New Profile Pages Impressive, But Resemble Facebook"
4242,"Wheat and soybeans gain, corn and oats fall on the CBOT; beef and pork higher"
4243,BoE's Carney on Scottish independence and the currency manipulation scandal
4244,Valeant's (VRX) Revised Offer for Allergan (AGN) is Credit-Positive Development
4245,ACM Awards 2014 Red Carpet Arrivals: From Taylor Swift's Thigh High Dress to
4246,Report shows drop in state's ranking for elderly health issues
4247,Chase Bank Mortgage Interest Rates Spike Today - 30yr FRM Climbs to 4.500
4248,"Coldwater Creek to shutter all stores, including Sioux City"
4249,Apollo 11's 45th anniversary
4250,"'Mormon', 'Girls' Star Andrew …"
4251,Microsoft's Nadella Should Patch IE Bug for Windows XP
4252,Police: 'Shield' actor Jace called 911 and told operator that he shot his wife
4253,Covered California Sees Late Surge In Health Enrollment
4254,The Batmobile's Battle Mode Takes On The Arkham Knight
4255,Report: NSA Exploited Heartbleed For Years. NSA: No
4256,Red Hat bets on 'Project Atomic' for its container-loaded server future
4257,"Hookah use grows among teens, but so do myths"
4258,"Flappy Bird lives: Addictive game will be back in app stores, says creator Dong"
4259,SAP Tech Chief Vishal Sikka Resigns
4260,British Bank Barclays Taken to Court under Suspicions of Dark Pool Fraud
4261,Janet Street-Porter: If only more couples could be as honest as Gwyneth and Chris
4262,"GLOBAL MARKETS-US stocks rise, push Dow to record; euro slips on ECB view"
4263,Watch: Dramatic near-miss on runway as two planes almost collide at Barcelona
4264,Spain's bull run begins in Pamplona amid protests
4265,SolarCity To Buy Panel Maker
4266,"McDonald's could be held liable for labor, wage violations by franchisees"
4267,CDC Says It Just Discovered Vials Identified As Smallpox At A Lab In Maryland
4268,Neil Patrick Harris taps 'stache of talent in 'Million Ways to Die'
4269,Merck Sells Consumer Care Biz to Bayer for $14B
4270,D.C. Named Most Walkable Metro Area
4271,'Sabotage' review: Arnold Schwarzenegger finally finds a worthwhile project
4272,Even placenta helps baby girls survive battle for life
4273,ECB head Draghi strongly hints at action to deal with low inflation
4274,"Study: Among Kids At 2013 Marathon, 11 Percent Show Signs Of PTSD"
4275,West Antarctic Ice Sheet 'to Collapse in 200 Years'
4276,Satellites' Scope And The Search For A Plane
4277,Seth Rogen and James Franco Mock Kim and Kanye's Vogue Cover
4278,AT&T-DirecTV merger may hinge on NFL agreement
4279,"To Save Bees, Pollinator Action Plan Is Introduced By Government"
4280,Miley Cyrus -- Gets Protection from Crazed Fan Who Allegedly Threatened to
4281,Neil Young To Launch New Music Player
4282,Long-term study supports detrimental effects of television viewing on sleep in
4283,'US INDUSTRY IS BOOMING AGAIN'
4284,ABC 'The Bachelorette' 2014 and Andi Dorfman: Host Chris Harrison Says Eric
4285,"Dating Site OkCupid Says They Experiment On You Like Facebook, So Deal With It"
4286,Q&A: Melissa McCarthy and Ben Falcone on mixing love and comedy
4287,Read Whoopi Goldberg's Denver Post Column Praising Marijuana
4288,Lindsay Lohan Sex List of Lovers Revealed as True: Own Reality Instagram AA
4289,Recall Alert: 2005-2010 Honda Odyssey
4290,FDR Seen Walking in Rare Video Clip
4291,Kiesza Brings 'Hideaway' and 'Giant in My Heart' to Jimmy Kimmel: VIDEO
4292,Diane Sawyer wraps her 'World News' run Wednesday
4293,Candy Crush Maker King Digital Prices IPO At $22.50 Per Share
4294,LaBeouf to face court
4295,White House: Florida gave up 64K jobs by rejecting Medicaid expansion
4296,"Fewer Americans Lack Health Insurance, but Issues Remain"
4297,Oil spills into Lake Michigan in the US from BP refinery
4298,1ST LEAD Vatican bank profits plummet ahead of leadership shake-up By Alvise
4299,Chris Hemsworth And Elsa Pataky Reveal Their Twin Boys' Names! Learn Them
4300,Mark Carney highlights renewed risks in BoE shake-up
4301,Mother's Day: How They Celebrate it in France
4302,Krispy Kreme cuts full-year guidance as new CEO takes the helm
4303,North Korea Test-Fires Three Rockets Day After War Anniversary
4304,Peep Parody of Everyone Poops Wins Marshmallow Contest
4305,Tiny prehistoric hedgehog and tapir discovered in British Columbia
4306,Baby girl for Barrymore
4307,'Outlander' brings novels to life vibrantly
4308,More than $60000 raised
4309,'True Blood' Season 7 Spoilers: Episode 3 Synopsis Released Online; What Will
4310,"Taylor Swift Crashes Super Fan's Bridal Shower, Making It The Best Bridal"
4311,"Va. Department of Health, Walgreens to offer free HIV tests"
4312,What's in a name?
4313,"Amazon Fire Phone with 4.7 inch Display, Quad Core Processor is priced $199"
4314,Short Interest in Royal Bank of Scotland Group plc Drops By 36.2% (RBS)
4315,Google Android L previewed
4316,BofA on Brink of Burying Countrywide Woes as Accord Near
4317,Aircraft and ships involved in Malaysia jet search
4318,'Challenge' Fans Use Diem Brown's Own MedGift To Help Her Through Third
4319,'Duck Dynasty' Star Phil Robertson Delivers Controversial Easter Sermon
4320,None shall pass: Titanfall maintains UK Xbox One chart top spot
4321,Giant panda faked pregnancy for extra trea...
4322,"iPhone 6 Release Date, Specs, News, and Rumors: iPhone 6 Headphone"
4323,Ford injured on Star Wars set
4324,"Review Revue: 'The Other Woman,' 'Brick Mansions,' 'The Quiet Ones'"
4325,China looks to Hong Kong graft fighter amid anti-bribery drive
4326,"With hours to filing deadline, still no Democrat in Missouri auditor's race"
4327,"Netflix Orders New Comedy Series From 'Friends' Co-Creator, Lily Tomlin"
4328,Apple Holds Its Lead Over Samsung in U.S. OEM Market Share
4329,Square angles past credit card payments to cash loans for small biz
4330,TV: City of Los Angeles Files $10 …
4331,Windows Phone 8.1's purported new Photos + Camera app seen in leaked video
4332,Woman who lost husband to West Nile trying to get help for mosquito problem
4333,Japan central bank to maintain monetary easing
4334,Peaches Geldof's last-ever column hits the news stands 24 hours after her tragic
4335,New owner for Vegas Hilton
4336,One more reason to exercise regularly
4337,"Facebook spends $2B on virtual reality firm, but analysts are skeptical"
4338,More Health Insurance Equals Fewer Deaths In Massachusetts
4339,Pre-Order X-MEN: DAYS OF FUTURE PAST on Blu-ray and Score Some
4340,Why the Ford F-150 Is America's Most American Vehicle
4341,"Deep ocean current may slow due to climate change, Penn research finds"
4342,IBM sales drop amid shift to cloud weighs on CEO's profit goal
4343,New Michael Jackson album set for May release
4344,China Distance Education Holdings Added to Russell Global Index
4345,"E-cigarette debate is smoking hot in Albany and Washington, DC"
4346,"Boy, five, beats Xbox Live security"
4347,Quick facts: Summing up AT&T-DirecTV deal
4348,Garcia+Marquez%2C+Nobel+laureate%2C+dies+at+87
4349,"Happy 25th Birthday, World Wide Web! Here's how you changed the world"
4350,The most popular stories on BetaNews this past week: April 6 -- April 12
4351,Study suggests medical marijuana could reduce abuse of prescription painkillers
4352,Eating disorders: Men don't get help because it's seen as a women's problem
4353,Lindsay Lohan birthday surprises: 28 notable moments
4354,Why researchers think Wikipedia can track the flu
4355,Angelina Jolie Made an Honorary Dame by Queen Elizabeth II
4356,Phone 'tilt' sensors can be used to track you
4357,Ukraine and Russia Lawyer Up Over Gas Dispute
4358,Scott Disick & Kourtney Kardashian Relationship Counseling... From Kim's Pastor
4359,Johnny Weir and Husband: It's Over!
4360,Labor groups decry Obama's planned Walmart stop in Bay Area
4361,Kim Kardashian shows off flat stomach in white bikini
4362,"Climate Change: Changing Design, Not Minds"
4363,#GlobalSelfie: NASA puts selfie to good use for Earth Day
4364,Pratt trying to pin down F135 flaw
4365,Sales of new single-family homes jump 6.4% in April
4366,"Microsoft beats estimates in first quarter, profit jumps on cloud biz"
4367,"Buffett's Berkshire Hathaway Buys Stake in Verizon, Adds to Wal-Mart"
4368,Elle Fanning Talks Angelina Jolie And Playing Princess Aurora In 'Maleficent'
4369,Mazda recalling cars due to potential spider web damage
4370,"As NJ mosquito-borne illnesses spread, health officials say be on guard"
4371,"Jay Z's Music Fest Will Boost LA Economy, Says Mayor Eric Garcetti"
4372,Kepler telescope spots a planet that seems a lot like home
4373,Researchers pinpoint the kind of dancing that'll get you a mate
4374,We've come a long way since dial-up: Google's latest purchase part of drone
4375,"Really, Really Big TV Sweepstakes"
4376,"Japan March manufacturing PMI slows for second month, snowstorms blamed"
4377,Dying parent's emotional farewells captured on video
4378,Wal-Mart to offer auto insurance
4379,Facebook Tests 'Buy' Button That Allows Users To Make Purchases Through The
4380,How to Write Music That Terrifies People
4381,NASA spacecraft LADEE crashes into the moon
4382,Surprise! Halle Berry's Career Is 'Extant'
4383,Patent Trolls Hit Home: How IP Litigation Kills Jobs
4384,Crude oil prices down ahead of US stockpiles report
4385,Jan. unemployment rates down in 43 states
4386,Watch Air Quality Above U.S. Cities Clear Up in Seconds
4387,Google Inc (GOOGL) Has More Hits Than Misses In Acquisitions
